	000	001	002	003	004	005	006
YDR218C	-0.00182701	-0.00719809	0.00278362	-0.00596082	-0.00531059	-0.0052088	-0.000975434
YDR219C	-0.00271584	-0.00289463	0.00794246	-0.00303504	0.00160427	-0.00168285	-0.00144691
YDR220C	-0.003051	-0.00250914	-0.0022069	-0.00143568	-0.00324751	0.0016648	0.00312416
YDR221W	-0.0027189	-0.00082236	0.00757139	-0.0017266	0.00208561	-0.00288774	-0.00171337
YDR222W	-0.00419963	-0.00140173	0.00197421	0.00455332	-0.000154498	0.00364263	0.00301741
YDR223W	-0.00225	-0.00327301	0.00561594	-0.00328765	0.00105365	-0.00345235	-0.000439596
YDR224C	-0.029672	0.00275439	-0.0111955	0.0491033	-0.0165031	0.0271355	-0.0486288
YDR225W	-0.0172068	0.00789052	-0.00843684	0.00316616	0.0242504	-0.0359171	-0.0154016
YDR226W	-0.0164628	0.00267911	-0.0010744	0.014794	-0.00845044	0.0140012	0.00406773
YDR227W	-0.00458189	0.000802464	-0.00110071	-0.00643286	0.000883394	-0.00114115	-0.00137742
YDR228C	-0.00340643	-0.00538432	0.00232165	-0.00165855	0.00330905	0.00659764	0.00665177
YDR229W	-0.00245314	-0.00180308	-0.000743657	-0.000999688	0.00361355	-0.00163443	-0.00148399
YDR230W	-0.00677166	-0.0228962	0.0086028	-0.012413	-0.0188522	-0.0116779	-0.0116751
YDR231C	-0.00381802	-0.00924158	0.00182569	-0.000266766	0.0016842	-0.00260228	-0.00354316
YDR232W	-0.00527789	-0.0032169	-0.00370592	-0.0113155	-0.00428273	-0.00599288	0.00133423
YDR233C	-0.0185607	0.020023	0.0194389	-0.0126958	0.0159423	-0.0132182	-0.011934
YDR234W	-0.00503	-0.00938549	0.0116003	-0.00748609	-0.00647341	-0.0102533	-0.00576485
YDR249C	-0.00441315	0.00349263	0.00972097	-0.00445729	0.00584272	-0.00179723	-0.00111704
YDR250C	-0.00399813	-0.00771237	0.00213702	-0.00816312	-0.0154621	-0.00905523	-0.0044308
YDR251W	-0.00600659	0.000652326	0.0169475	-0.00231731	0.00372182	-0.00339547	-0.00154192
YDR252W	-0.00336762	-0.00262813	0.00190226	0.00017145	-0.00285459	0.00102567	0.00553253
YDR253C	-0.00255492	0.000295259	0.00349751	-0.00201279	0.00221027	0.000570523	-0.00153311
YDR254W	-0.00284704	-0.00552669	0.00378073	-7.01752e-05	0.00179559	0.00114702	0.00473536
YDR255C	-0.0028886	-0.00445508	0.00635688	-0.00315603	-0.00234767	-0.00247367	-0.00125341
YDR256C	-0.0030231	-0.00647789	0.00654644	-0.0030027	-0.00193421	-0.000822586	0.00192963
YDR257C	-0.00320784	0.00233299	0.00914064	-0.00174439	0.00587809	-0.000818894	-0.00151196
YDR258C	-0.010235	-0.0350833	0.0143887	-0.00191312	-0.0247741	-0.00924944	0.0128251
YDR259C	-0.00214331	-0.0020505	0.0022925	-0.000310715	-0.00390122	-0.00109762	0.00179575
YDR260C	-0.00366014	-0.00546294	0.000705964	-0.00168031	-0.00641172	-0.0022311	-0.00623214
YDR261C	-0.00115622	0.000224971	-0.000557306	-0.000316505	0.000703954	-0.000859857	-0.000563747
YDR262w	-0.00624698	-0.0133226	0.00524967	-0.000867349	0.0010491	0.0107521	0.00134418
YDR262w	-0.00574362	-0.00554371	0.00771851	-0.0106083	-0.00870914	-0.00448936	-0.00918492
YDR263C	-0.00611791	-0.000340954	0.00522762	0.0286058	-0.035323	-0.00369009	0.0537169
YDR263C	-0.00239147	-0.00142691	0.000962871	-0.00143369	-0.00174356	-0.000232917	-0.00071459
YDR264C	-0.0140155	0.00541913	0.0165637	0.0458328	-0.0433857	-0.00927978	0.0724524
YDR264C	-0.0106736	0.00618326	0.00419699	-0.00763074	-5.08424e-05	-0.00686732	-0.0111123
YDR265W	-0.00734432	0.00108836	0.00748469	0.0381454	-0.042771	-0.00403091	0.0702636
YDR265W	-0.00268289	-0.00222028	0.00359097	-0.00381261	-0.00139491	-0.00201129	-0.00130442
YDR266C	-0.00509788	0.00039788	0.00201172	-0.0093885	0.0102348	0.000900293	0.0160101
YDR266C	-0.00398984	0.00147647	0.00335793	-0.00428764	0.00840933	-0.00490539	-0.00226136
YDR267C	-0.0033318	-0.00234336	0.00487097	0.000639449	0.00182445	0.00192858	0.00330028
YDR267C	-0.00262133	-0.000329516	0.0051457	-0.00193357	0.00294193	-0.000785756	0.000251915
YDR268W	-0.00258183	-0.00284851	0.00391901	0.001059	0.00341503	0.00307706	0.00265315
YDR268W	-0.00240682	-0.00105065	0.00347948	-0.00168545	0.00289533	-0.000150196	0.000436325
YDR269C	-0.00338659	-0.00176475	-0.00297527	-0.00238539	-0.00285217	0.00293154	0.00110709
YDR269C	-0.00285021	-0.00127086	-0.00112912	-0.00451034	-0.000906225	0.00132948	-0.00126757
YDR270W	-0.00254457	-0.00426915	0.00332698	-0.000252089	-0.00194513	-0.000383458	0.000943677
YDR270W	-0.00247037	-0.00225709	0.00272932	-0.00298956	-0.00101601	6.42416e-05	-0.00320856
YDR271C	-0.0050922	-0.00369806	-0.000414597	0.000809944	-0.00223032	0.00172502	-0.000264048
YDR271C	-0.00542769	-0.00170749	0.00198783	-0.00601812	-0.00146169	0.00179587	-0.00356834
YDR272W	-0.00897307	-0.02152	0.0153833	0.0050937	0.00337699	0.0149787	0.00897044
YDR272W	-0.00859914	-0.0191993	0.013118	-0.00403964	0.00416734	0.0127115	0.00164461
YDR273W	-0.00429622	-0.00873896	0.00713314	0.00405273	-0.0104404	0.00362106	0.0130418
YDR273W	-0.00158331	-0.00274881	0.00129188	-0.00210626	0.00125993	-0.00124029	-9.99952e-05
YDR274C	-0.00589021	-0.00209644	-0.00313118	-0.00225084	-0.0014622	0.00603677	-0.000918928
YDR274C	-0.00211001	-0.000834503	-0.00110056	-0.00185571	0.00225274	-0.00151192	-0.00195837
YDR275W	-0.00287633	-0.00620505	0.00230626	-1.01438e-06	-0.000257848	0.00517003	0.000990472
YDR275W	-0.0029855	-0.00742236	0.00154421	-0.00465208	0.0055717	0.00610978	0.00374348
YDR276C	-0.0205256	-0.0247293	-0.00459116	0.0255585	-0.00484962	0.00874735	0.0101279
YDR277C	-0.0043728	-0.0102041	-0.000257266	0.000269187	0.00429044	-0.000118217	-0.00270836
YDR278C	-0.00481383	-0.00111674	-0.00479708	0.00170015	-0.00657015	0.0116672	-0.0108685
YDR279W	-0.00326467	-6.51822e-05	0.00129289	-0.00313051	0.00210896	0.00106471	-0.00395393
YDR280W	-0.00488983	0.00150034	0.00587883	0.00122373	0.00537763	0.0046233	-0.00217711
YDR281C	-0.00399273	-0.00121605	-0.00304332	-0.00226987	0.00118109	0.0015574	-0.00601552
YDR282C	-0.00201324	-0.00353082	0.00267976	-0.000971935	0.000711702	0.000276887	0.000334388
YDR283C	-0.00351354	-0.001635	-0.00119081	-0.00386042	0.00306563	-0.000693496	0.00144676
YDR284C	-0.0073345	0.00170675	0.0175995	0.00673736	0.00736555	-0.00409318	0.00185796
YDR285W	-0.0048927	-0.00380445	0.0046959	-0.00057127	0.00592687	0.00171402	-0.00438256
YDR286C	-0.00514489	-0.00347669	0.00177117	0.000339636	0.000518753	0.0010105	0.000775183
YDR287W	-0.00369701	-0.00572539	0.00533621	-0.00100876	0.00401309	0.00430973	-0.000179281
YDR288W	-0.00624663	-0.00827564	0.000145569	0.0115408	0.0201415	-0.0305699	-0.0113663
YDR289C	-0.00368019	-0.00319851	0.00469737	-0.00152344	0.00394281	0.00239404	-0.00157508
YDR290W	-0.00387798	-0.00250558	-0.000501207	-0.00147645	-0.00334974	0.00275172	-0.00126899
YDR291W	-0.00642121	0.000380832	0.00196278	-0.00314855	0.0024184	-0.00192538	-0.00889016
YDR292C	-0.00483312	0.00272746	0.0218349	-0.000414515	0.0134996	-0.000745106	-0.00137154
YDR293C	-0.0119326	-0.0112983	0.00442324	-0.0119238	-0.00912251	0.00452231	-0.0201307
YDR294C	-0.0059794	-0.00473167	0.00918414	0.00225758	0.00666278	0.0053228	0.00500268
YDR295C	-0.00639998	-0.00510962	-0.000382317	-0.00443429	0.00434211	0.00683437	0.00275047
YDR296W	-0.00347405	-0.00386392	-0.000899286	0.00255445	0.00544407	0.00763656	-0.00213447
YDR297W	-0.006769	0.00291768	0.00761541	-0.00711193	0.0103478	-0.00441953	-0.0020652
YDR298C	-0.00911324	-0.0157098	0.0137983	0.000957018	0.0022461	0.00232808	0.00636264
YDR299W	-0.00434082	-0.000767516	0.00467622	-0.00376799	0.00413633	0.00268564	-0.00626782
YDR300C	-0.00382079	-0.00294153	0.00667633	-9.08945e-05	0.00421644	0.00389623	0.003935
YDR301W	-0.00764957	-0.00564276	-0.00405353	-0.00335611	0.00296158	0.00925198	-0.00603645
YDR302W	-0.00352195	-0.00198863	0.00362123	0.00136559	0.00486045	0.00239279	0.00207206
YDR303C	-0.00501768	0.00292783	-0.0012193	-0.00356236	-0.00327141	0.00427816	-0.0122741
YDR304C	-0.0118108	-0.0033924	0.00715763	0.00847138	0.0122319	0.00657457	-0.0136247
YDR305C	-0.00311831	-0.00217285	-0.000602901	-0.000997265	-5.4501e-05	-0.0017274	-0.00254784
YDR306C	-0.00580625	-0.007868	0.0148212	-0.00149135	-0.00466039	-0.000518575	0.00393828
YDR307W	-0.00617573	0.00273964	0.0184454	0.000382206	0.0154396	-0.00235212	-0.00431517
YDR308C	-0.00679403	0.0012045	0.00581409	-0.00146748	-0.0029912	0.000228948	0.00480516
YDR309C	-0.0102015	0.00822075	0.0294383	-0.000255924	0.0272274	0.000310394	-0.0102915
YDR310C	-0.00664782	0.0027777	0.00767957	-0.00103227	-0.00634272	0.00210117	0.00496103
YDR311W	-0.00532231	-0.00269406	0.00851077	0.00102237	0.00517876	0.000513185	-0.00305803
YDR312W	-0.00614159	0.00786264	0.0280571	-0.00154073	0.0171315	-0.00122552	-0.00730134
YDR313C	-0.00477095	-0.0123957	0.00395734	-0.00380891	0.00635441	0.0122098	0.00254988
YDR314C	-0.00166361	-0.00230056	0.00364081	-0.00194734	0.00145597	-0.00115773	0.000212986
YDR315C	-0.00355305	-0.00209112	0.00297963	-0.00203037	0.00327478	-0.000807665	0.00123097
YDR316W	-0.00261953	-0.0018	0.00683147	-0.00201484	0.0033417	-0.000533047	0.00122956
YDR317W	-0.00403763	-0.00245666	0.00305324	-0.00244975	0.00475633	0.0011307	-0.00315132
YDR318W	-0.00247392	-0.00261716	0.00220263	9.6566e-05	0.00261014	0.00203246	0.00307847
YDR319C	-0.00348579	-0.00402608	0.00259093	-0.00197646	0.00105032	-0.000623671	-0.00357741
YDR320C	-0.00258163	-0.00223735	0.0033857	0.000303698	0.00367931	0.00401029	0.000299881
YDR321W	-0.0139551	0.0139164	-0.000946761	-0.00746968	0.0113673	-0.0030026	-0.0172701
YDR322W	-0.00395282	-0.015546	0.0132782	-0.00957738	-0.0118748	-0.00762922	-0.00473534
YDR323C	-0.00196879	-0.00346593	0.000371092	-0.00105745	0.00238868	0.000280559	-0.000328355
YDR324C	-0.00560198	0.00613904	0.00584329	-0.00300085	0.00518044	0.00322653	-0.0027084
YDR325W	-0.00318973	-0.000868811	-0.00261902	-0.000206953	0.00323834	-0.00436288	-0.00422588
YDR326C	-0.00894802	0.00427214	-0.00640496	-0.00164133	-0.00211674	0.00406463	-0.00629633
YDR327W	-0.00776834	-0.0106579	-0.00768268	0.0025904	0.0120864	0.010212	-0.010925
YDR328C	-0.00640983	-0.00409821	0.00308628	0.00200727	0.00535816	0.00759997	0.0019885
YDR329C	-0.00467753	-0.0127571	-0.00133704	0.00100851	0.00729287	0.00794393	-0.00505058
YDR330W	-0.00402697	-0.00522326	0.00701183	-0.00289691	-0.00380401	-0.000318883	0.00392988
YDR331W	-0.00616008	0.000629241	0.00227077	-0.00236365	0.00900465	0.00233701	0.00205891
YDR332W	-0.00312831	2.66102e-06	0.00644222	-0.00466179	0.00357204	-0.000850248	0.00374436
YDR333C	-0.00621623	-0.0006061	0.000626473	-0.000321108	0.006684	0.00119748	-0.00621445
YDR334W	-0.00594683	-0.00167513	0.00711119	-0.00383755	-0.00548308	0.0031063	0.00525352
YDR335W	-0.00799997	-0.00700236	-0.00304606	-0.00479267	0.00348119	0.00269975	-0.00422872
YDR336W	-0.0030332	-0.00427027	0.00773198	-0.00216494	0.00477635	0.00463238	0.00115301
YDR337W	-0.00553244	-0.0116479	-0.000529587	0.00409573	0.0122185	0.00704129	0.00342022
YDR338C	-0.00353358	-0.00371467	0.0099932	-0.00340907	0.00207869	0.000747592	-0.00257596
YDR339C	-0.00860225	-0.0113643	-0.0034297	0.00642337	0.0183078	0.0146559	-0.000663474
YDR340W	-0.00786615	-0.00146082	-1.83217e-05	-0.00407221	-0.0102527	0.00921398	-0.000320398
YDR341C	-0.0207165	0.0110462	-0.0175487	0.00636994	0.00715581	0.00241386	-0.0412552
YDR342C	-0.0602873	-0.108814	0.0212198	0.0740241	-0.00676467	-0.0154065	0.103907
YDR343C	-0.0385873	-0.0896348	0.0153403	0.0297029	-0.0265135	-0.0918716	-0.00465079
YDR344C	-0.00237156	-0.00189411	-0.000623073	0.00103142	0.000349411	0.00288531	-0.00154703
YDR345C	-0.0342774	-0.0338299	-0.0117033	0.00954038	0.0565632	-0.00199795	-0.021411
YDR346C	-0.00688173	0.00298162	0.00941604	-0.00818096	0.012043	0.00551344	-0.000763979
YDR347W	-0.00903135	-0.0157527	-0.00958322	0.00616287	0.0166736	0.00892839	-0.00981832
YDR348C	-0.00327162	-0.00165525	0.0052961	-0.00163063	0.00470467	0.000994968	0.00201852
YDR349C	-0.00921685	-0.00326298	-0.00378411	0.00152945	0.00834391	-0.00486012	-0.0255369
YDR350C	-0.00322721	-0.0025331	0.0045836	-0.00173505	0.00239427	0.00112475	0.000376535
YDR351W	-0.00559581	-0.00616194	-0.00750378	0.00178463	0.0083677	0.00123083	-0.0126375
YDR352W	-0.00530935	0.00161936	0.00512665	-0.000643836	0.00210266	0.00288565	-0.00232836
YDR353W	-0.0248782	-0.0226617	-0.0237578	-0.0105397	0.0040469	0.101797	-0.021418
YDR354W	-0.0100077	-0.00204548	-0.00977983	0.0180441	0.000821525	-0.0188864	-0.00226374
YDR355C	-0.00336025	0.00110922	-0.00179719	-0.00342362	-0.00011314	0.000854505	-0.00498927
YDR356W	-0.0104371	-0.000119136	-0.00337926	0.014369	0.0110507	-0.0161422	-0.0090743
YDR357C	-0.00461449	-0.00198493	0.00849279	-0.00457136	-0.000935898	-0.00428451	-0.00125847
YDR358W	-0.00624291	-0.0158313	-6.43017e-05	0.00856997	0.00114246	0.00523799	0.00608668
YDR359C	-0.00412772	-0.00172786	0.00276567	-0.00337746	-0.000530842	0.00115919	-0.00381362
YDR360W	-0.00438396	-0.00267636	-0.00370543	0.00116972	-0.00328028	0.000794961	0.00272707
YDR361C	-0.00769547	0.0124216	0.0219436	-0.00491401	0.014311	0.00336871	-0.0119245
YDR362C	-0.00358456	-0.00291442	-6.59407e-05	0.00446031	0.00166515	-0.00282184	-0.000177705
YDR363W	-0.00354685	0.000492873	0.00702032	-0.00310569	0.00452217	-0.000435857	-0.003213
YDR364C	-0.00472472	0.000598337	-0.00227258	0.00451865	-0.000277922	-0.00496615	0.00209786
YDR365C	-0.0179231	0.0264395	0.0191077	-0.0208862	0.0149202	0.0102123	-0.0157965
YDR366C	-0.0720695	0.035528	-0.0306555	0.0461682	-0.0417815	-0.0235604	0.00915351
YDR367W	-0.00536692	0.0024245	0.00461622	0.000770848	0.00515196	-0.00443051	-0.00119416
YDR368W	-0.0101574	-0.0136402	-0.0044514	0.0147333	0.010933	0.0177674	0.00216596
YDR369C	-0.00178146	-0.00183125	-0.000809458	-0.000208052	0.00148171	-0.000308539	-0.000229659
YDR370C	-0.00350704	-0.00281014	0.000361428	0.00302343	0.00236624	0.00786549	-0.00131495
YDR371W	-0.00328071	-0.000534392	-0.00151315	-0.00283902	0.0018865	-0.000533031	5.05894e-05
YDR372C	-0.00528018	-0.00339721	0.00132495	0.00755109	0.00485965	0.00509844	0.00121733
YDR373W	-0.00624869	0.000222514	-0.00273527	-0.0107382	0.00482581	-0.00481405	0.00613503
YDR374C	-0.00185799	-0.00313688	-0.00137894	0.000921946	-3.83059e-05	0.0049888	-0.00106576
YDR375C	-0.00311757	-0.00167823	0.00101381	-0.000976512	0.000380483	-0.00334458	0.000138522
YDR376W	-0.00545366	-0.00594559	-0.00110469	0.00350412	-0.00235541	0.00313289	-0.00240933
YDR377W	-0.0134522	-0.015274	-0.00320922	-0.00751117	0.0048204	-0.012792	-0.0117252
YDR378C	-0.0110774	-0.000439239	-0.00567005	0.0218024	-0.000671878	-0.0147252	0.00843894
YDR379W	-0.00330817	-0.00111441	0.00202052	-0.00334538	-6.66439e-05	-0.00174366	-0.00220197
YDR380W	-0.0113879	-0.0105173	0.00269326	0.0148116	-0.0114146	-0.0413446	-0.00539815
YDR381W	-0.0155541	0.0049486	0.0190082	0.00176111	0.00561561	0.023155	-0.0290374
YDR382W	-0.0802274	0.0435138	-0.011995	0.0870192	-0.0114355	-0.0298889	0.0682914
YDR383C	-0.00392611	0.00103083	0.00657984	0.000301152	0.00151822	0.00126409	-0.0056855
YDR384C	-0.0100306	0.0104086	0.00500407	0.00276865	-0.00590217	0.00735575	-0.00725533
YDR385W	-0.0461364	0.0258426	0.00498532	-0.00539228	-0.009811	-0.0163023	0.0144807
YDR386W	-0.00249626	-0.00267517	0.00154092	0.00029982	0.00308695	0.000751593	0.00252326
YDR387C	-0.00599169	0.000129372	0.019025	-0.00335533	0.00736387	-0.0037875	-0.00537847
YDR388W	-0.00462086	-0.00429413	0.00277244	0.00475279	-0.000806829	0.00106447	0.00325459
YDR389W	-0.00524989	0.00415181	-0.000478507	-0.0073975	-0.00202749	0.00472766	-0.00645059
YDR390C	-0.00557531	-0.00101234	-0.00203209	0.00404632	-0.00033582	0.00462301	-0.0024943
YDR391C	-0.00349472	-0.00421528	0.00210948	-0.00240471	0.00134496	-0.00188713	-0.000815916
YDR392W	-0.00281868	-0.00672011	0.000963325	0.00155055	0.00320596	0.00891716	0.00257864
YDR393W	-0.00385681	0.000325653	0.00498503	-0.00693853	0.00466762	-0.00292594	0.00102868
YDR394W	-0.0078804	-0.0159966	0.0111781	-0.0142999	-0.012401	-0.00340338	0.00558419
YDR395W	-0.00782425	0.00810737	-0.00123283	-0.0152285	0.00363688	0.000328797	0.00236627
YDR396W	-0.00772044	-0.00165486	-0.00210719	-0.00600181	0.00103965	0.00380517	0.00594932
YDR397C	-0.00633697	0.000882056	0.000175451	-0.0080612	0.00392939	-0.00122998	-0.00184045
YDR398W	-0.00708097	0.00843601	-0.00308229	-0.00131299	-0.00497098	0.0117529	-0.0172734
YDR399W	-0.0119045	0.0131648	-0.00369931	-0.0142685	0.00201984	-0.00387633	0.00539492
YDR400W	-0.00539299	-0.00033213	0.00330208	0.00133126	-0.00202947	0.00294	-0.00174302
YDR401W	-0.00334063	-1.93221e-05	-0.00028123	-0.0038531	-0.00215031	-0.000703258	0.00153269
YDR402C	-0.00169795	-0.00414206	0.00199441	-0.00309125	-0.00121776	-0.00136685	-0.000152507
YDR403W	-0.00189007	-0.00188804	0.00208175	-0.00213903	0.000523395	-0.00112475	-0.00125066
YDR404C	-0.0080799	0.00126788	0.00849866	0.00914795	0.00293934	-0.00501256	0.0100138
YDR405W	-0.00186622	-0.00300497	0.00020046	-0.00140397	0.00239933	0.00219556	-0.00145982
YDR406W	-0.0202403	0.000134223	-0.0014171	0.0100429	-0.0295959	0.00228717	-0.00167021
YDR407C	-0.00530082	-0.00096638	-0.00168076	-0.00845273	0.00452557	0.00368765	0.006844
YDR408C	-0.00366643	-0.00104399	-0.00142866	0.00354056	0.00813814	-0.00764335	-0.000488579
YDR409W	-0.00414743	0.000995071	-0.000968666	-0.00758535	0.00167488	0.00174677	0.000892968
YDR410C	-0.00888435	0.00580109	0.0147742	0.00751645	0.00595176	-0.00402222	0.00643771
YDR411C	-0.00687726	-0.000977186	0.0129506	-0.00646081	-7.84338e-05	-0.00251021	-0.00525989
YDR412W	-0.00816711	0.00380063	0.0135993	-0.0039494	-0.00368765	-0.00336526	-0.0124092
YDR413C	-0.00715402	0.00846011	0.0111145	-0.0072486	0.0100945	0.00436821	-0.00892978
YDR414C	-0.00410702	-0.00303205	0.00401034	-0.00145983	-0.00337316	0.000160002	-0.00111467
YDR415C	-0.00337294	-0.0012549	0.000255092	-0.00286521	-0.000299752	-0.000612234	0.00159619
YDR416W	-0.00360843	-0.000981159	-0.00172226	0.00613908	-0.00465899	0.00339657	0.00425431
YDR417C	-0.030223	0.0316995	-0.0303178	-0.0356925	-0.00676397	0.00261459	0.0127093
YDR418W	-0.0583856	0.059035	-0.020078	0.0487064	-0.0175643	0.017818	-0.0750339
YDR419W	-0.0021363	-0.000593493	-0.00118377	-0.00255648	0.00140229	-0.000481931	-1.93275e-05
YDR420W	-0.00556537	0.00104283	-0.00230485	0.00584066	-0.0129999	0.00539821	-0.000796711
YDR421W	-0.00613795	-0.00663709	-0.00167239	-0.00600242	-0.00164656	0.00436761	0.00254137
YDR422C	-0.00632764	0.000607822	0.000570344	0.0102594	-0.0151471	0.00178595	0.0125855
YDR423C	-0.0029214	-0.00371223	0.000412652	-0.00359522	-0.000274355	-0.0014085	-0.000727681
YDR424C	-0.00686035	-0.00123161	0.00204142	0.0239179	-0.024101	-0.000550256	0.0347483
YDR425W	-0.00265991	-0.00270505	0.00020701	-0.00397082	-0.00209208	0.000235869	-0.000896192
YDR426C	-0.00313961	-0.00243911	0.00110502	-0.00223507	-0.00157874	-9.36053e-05	0.00277728
YDR427W	-0.0129639	0.00612749	0.0165785	-0.00839702	-0.00512335	0.00847143	-0.0157336
YDR428C	-0.00411466	0.0012331	0.00895161	0.00261332	0.00190296	0.000456211	0.00464065
YDR429C	-0.00958867	0.0121371	0.020588	-0.00182612	0.0106329	0.00524181	-0.0142557
YDR430C	-0.00686951	0.000995861	0.00380119	0.00178677	-0.00107672	0.00298993	0.00129692
YDR431W	-0.00300599	-0.000210064	-0.000452535	-0.00353431	0.000280838	0.00131922	-0.000300359
YDR432W	-0.00507252	0.00257361	0.00957119	0.00173178	0.00635731	-0.000381674	-0.00136473
YDR433W	-0.0105566	0.00534076	0.00129523	-0.0129928	0.00478227	0.00172251	-0.00424232
YDR434W	-0.0072027	0.00393499	0.0191129	0.0053829	0.000358038	-0.00209469	0.00272853
YDR435C	-0.00475515	-0.00515115	0.00551012	-0.00296171	5.06172e-05	0.0032057	-0.00264761
YDR436W	-0.00446362	-0.00387306	0.00420281	-0.00322722	-0.00275479	-0.00443341	-0.00174114
YDR437W	-0.00434272	0.000585867	-0.00278831	-0.00856808	0.000471029	-0.000516898	0.00417628
YDR438W	-0.00425136	-0.00163044	0.0001463	0.00192105	-0.00375302	-0.0014244	-0.00254779
YDR439W	-0.0020908	-0.00142289	-0.000225076	-0.00232866	0.000721431	-0.000114059	-0.00145795
YDR440W	-0.00322541	0.000216913	-0.00135565	0.00106546	-8.97487e-06	0.00317034	-0.00196708
YDR441C	-0.00485115	0.000308793	-0.00164332	-0.00694328	-0.00120841	-2.24432e-06	-0.00154236
YDR442W	-0.00365367	-0.00140967	-0.00252792	0.000415794	-0.0034415	0.00769805	-0.0116322
YDR443C	-0.00519997	-0.00357749	-0.00247203	-0.00936343	0.00382457	0.00491843	0.0112156
YDR444W	-0.00472585	-0.00221354	-0.00123934	0.00200888	-0.000467598	0.00490751	-0.000274944
YDR445C	-0.00421481	-0.00231101	-0.000638138	-0.00416492	-0.00117107	0.000107164	-0.00180343
YDR446W	-0.0031963	0.000489131	0.000485257	0.00158733	-0.00210549	0.00357842	0.000238942
YDR447C	-0.020317	0.0150225	-0.0266961	-0.0213948	-0.010046	0.000791648	-0.00515682
YDR448W	-0.00379714	-0.00123611	-0.000388259	0.00136153	0.00102926	0.00331419	-0.0020094
YDR449C	-0.0101036	0.00964051	-0.0101275	-0.0130344	-0.00476178	0.00437675	-0.00125
YDR450W	-0.0272665	0.0331123	0.0308024	0.0268211	-0.022489	0.00385379	-0.0229297
YDR451C	-0.00408425	0.000959748	0.00500792	0.00052664	0.00332644	-0.000275546	-0.00348426
YDR452W	-0.0116549	-0.00447613	0.0219328	0.0103816	-0.00208865	0.000447698	0.0033482
YDR453C	-0.00908364	-0.0195273	0.00322546	-0.00173772	0.00138263	0.0249161	0.005536
YDR454C	-0.0176474	0.0181209	0.0430743	0.00768292	0.0153604	0.00328835	0.000509827
YDR455C	-0.00762698	-0.00336685	0.00795636	-0.00657479	-0.00172385	-0.00286406	-0.000966613
YDR456W	-0.0100286	0.000271671	0.0383396	0.00273702	-0.00210453	-0.00958874	0.00440811
YDR457W	-0.0193562	-0.0113709	-0.000345484	-0.0163218	0.00616518	0.00971479	-0.0104539
YDR458C	-0.00554295	-0.00668883	0.0156701	-0.00162079	-0.000583215	0.00144627	0.00130477
YDR459C	-0.00517329	-0.00454391	0.0125846	-0.0047517	-0.00429688	-0.0090168	-0.0067966
YDR460W	-0.00260028	-0.0024045	0.00574645	-0.00122766	0.00317301	0.00145889	0.00256615
YDR461W	-0.0207953	-0.0162625	0.0192011	0.00812442	0.0210239	0.00854358	-0.0239393
YDR462W	-0.00348911	-0.00591383	-0.0013081	0.00219018	0.003685	0.00546989	0.000741486
YDR463W	-0.00536813	-0.00427956	-0.00179906	-0.00551315	-0.00171404	0.000425971	-0.00229571
YDR464W	-0.0124258	-0.000675048	-0.00598713	-0.00183293	-0.0105286	0.0157891	-0.0131012
YDR465C	-0.00519195	0.0047275	-0.00316413	-0.00749794	-0.000726132	0.00387406	-0.00578729
YDR466W	-0.00382459	-0.00386145	0.00337659	-0.00117026	0.00163938	0.00347829	0.000557676
YDR467C	-0.0040447	-0.00314083	-0.00100121	-0.00439778	-0.00198177	-0.00102354	-0.000309032
YDR468C	-0.00402304	-0.00385159	0.00221373	-0.000276584	0.00195771	0.0060412	0.00244284
YDR469W	-0.00406369	-0.00269655	-0.00136444	-0.00598571	-0.000235262	-0.00249474	-0.00158018
YDR470C	-0.00458448	-0.00322267	0.00395286	0.000234421	0.000564525	0.00270507	0.00144179
YDR471W	-0.0164539	0.0137901	-0.020244	-0.0177228	-0.0088441	0.012955	-0.0145223
YDR472W	-0.00497879	-0.00043749	0.00237879	-0.00320143	0.00245374	0.00485726	0.0034622
YDR473C	-0.00232793	-0.00500586	0.000821973	-0.00240914	0.00143904	0.00129054	-0.00180009
YDR474C	-0.00452484	-0.00259223	0.00645002	0.0040161	-0.00837734	0.00125914	0.00906453
YDR475C	-0.00369547	-0.00253019	0.00254089	-0.00288936	0.00430531	-0.0010897	-0.00145237
YDR476C	-0.00622617	-0.00277486	0.0147341	6.25501e-07	-7.51169e-05	-0.0011862	0.0076214
YDR477W	-0.00500999	-0.00267198	0.00187623	-0.00324144	0.0044646	-0.00176039	-0.00128634
YDR478W	-0.00422342	-0.000533916	0.0070579	-0.000754868	-0.00146292	0.000978976	0.0037158
YDR479C	-0.00524396	-0.00725071	0.00529281	-0.0013675	0.00687221	0.00460897	-0.00184277
YDR480W	-0.00481786	-0.00113388	0.0065454	0.000752483	-0.00776301	-0.000451508	0.00984454
YDR481C	-0.0105833	-0.00815917	0.0143518	-0.0066709	0.0129104	0.0065456	-0.00759927
YDR482C	-0.00353816	-0.000997023	0.000366183	-0.00347732	0.00083582	0.000707531	0.00208117
YDR483W	-0.0217491	-0.00351825	0.0105879	-0.00198451	0.021374	0.00451923	-0.0143108
YDR484W	-0.00827148	0.00181852	0.0141512	0.00381724	-0.00937444	0.00396784	-0.00690872
YDR485C	-0.00452586	-0.00113012	-0.00508257	-0.0100227	0.00443491	0.00176435	0.00352884
